video-frame,0,1,2,3,4,5,6,7,target
7_1_1_15_30_2_m,0.04213155625574928,-0.033811822886185734,0.0216387792008774,-0.006203080842676751,0.008853850033163076,-0.008997744423121781,-0.011750655425621322,0.0028296274226666165,7
7_1_1_17_30_1_m,0.03852905784031475,-0.03620633115231446,0.022561993660680058,-0.0053079683532068316,0.007833183952215963,-0.009719327331990957,-0.009616300794273868,0.0018597772373226983,7
7_2_2_13_30_2_m,0.037604372745299,-0.029989462728571403,0.029628329699317665,-0.010059057869843683,0.007287713371583702,-0.004937218895485718,-0.0075408431135611225,0.0014513652817201132,7
7_1_2_17_25_2_m,0.0327930550709505,-0.028455679756462383,0.030180196695965875,-0.010766788843525289,0.006993381261094052,-0.0043538069227191615,-0.004164900483206519,0.0031494814553379813,7
7_2_2_8_30_5_m,0.014533127054657473,-0.029995622320163486,0.024881387501046105,-0.004051449888656219,0.007051463534518881,-0.0014107993254998622,-0.0013526853326764185,0.0025222836075754172,7
7_1_1_10_30_4_m,0.012532039860589733,-0.03139858476077744,0.029162769782116765,-0.002267932641428613,0.00650467844102399,-0.008737875730649096,0.00023965993511493097,-0.0007271901214391771,7
7_1_1_17_30_2_m,0.010119656076078995,-0.033302442649101496,0.03004869728121665,-0.0015636867989870184,0.005895084922016631,-0.008879442149768026,0.0019162448239456755,-0.0011821312202746341,7
7_2_2_10_24_5_m,0.009158092854374024,-0.03514586873801084,0.02486170149600214,-0.0014196507242308439,0.005568443665953181,-0.007589903705064498,0.002265044612709916,-0.001373942763712797,7
7_1_2_7_30_5_m,0.009293484833266178,-0.033078175756216875,0.02572050727007297,-0.0016623750284600189,0.005693848525857824,-0.009667532032710983,-0.0004994802491146344,0.0007129027475013811,7
7_2_2_12_30_5_m,0.01336797960881697,-0.035774191676152596,0.0212363580233577,-0.0021037832529429102,0.006234234503834745,-0.007557493352367774,-0.0024256248458259613,-0.0035732327703423368,7
7_2_2_12_30_3_m,0.017369764946803166,-0.03905937460012067,0.017854365782632175,-0.003332736394568228,0.00682766291798416,-0.005880635622183541,-0.004672600341906857,-0.006839240870155922,7
7_2_2_8_30_3_m,0.003211173730670318,-0.03941642036588013,0.01565938504230017,0.001470703217118919,0.00705666872492013,-0.003260857003147499,-0.0011720403828601072,-0.006974174060251778,7
7_2_2_10_24_3_m,0.00215742598388408,-0.036977959814655695,0.01278620743495152,0.004206150045882881,0.0065610457515003434,-0.0045814897434967305,-0.0015911156945807266,-0.00658688247199733,7
7_2_2_12_30_2_m,0.006437292630007621,-0.038136567184171265,0.009098082974701278,0.0033016439972923446,0.006520311985945116,-0.0023184397754914157,-0.0035054452815298947,-0.009796989150593655,7
7_2_2_13_30_1_m,0.01065599035131098,-0.03335969858184607,0.009322747465189908,-0.00023275142231577315,0.006387704615283287,0.003567984090322893,-0.0026189424192649877,-0.012299227059838116,7
7_1_1_10_30_5_m,0.010231350998672804,-0.0344136173854119,0.013346660184724265,-0.0003090190884732415,0.006038983533966066,-0.0001927145271791417,-0.0018372500988279037,-0.012538491427856235,7
7_2_2_13_30_5_m,0.010298674719851896,-0.03128214479589327,0.017750140710591784,-0.0025758248341571457,0.005894178693258557,0.0026073616215049234,0.0005874916338930119,-0.012171667542019395,7
7_2_2_8_30_2_m,-0.0008839211765080919,-0.03311269451462538,0.0158041077837995,0.00022616762819051932,0.007186674871756945,0.00431124830594592,0.0028677434957856424,-0.01164370751732678,7
7_1_1_17_30_5_m,-0.0020680010267520783,-0.03446014190259371,0.01648872400750234,0.0009385712805712358,0.006832623576711033,0.003691378636747168,0.003874440947280296,-0.011881724158122234,7
7_1_1_15_30_4_m,0.0045741921510398876,-0.033900870482299617,0.014418863736202412,-0.0033574515403519568,0.007628496743757668,0.005223310507587668,0.0018495255415852162,-0.007831016039218826,7
7_1_1_10_30_1_m,0.0032129764632107412,-0.03318174933002209,0.018280645423706197,-0.003298363684318727,0.0077522443358081965,-0.0009010303049243576,0.0036588258204791986,-0.007307636205340286,7
7_2_2_5_30_2_m,-0.0002869848083504959,-0.033061921387722945,0.02483674084122618,-0.0023580579014941417,0.006297385067428131,-0.0001371656279529947,0.0014746409198038378,-0.0071366200739642355,7
7_2_2_13_30_4_m,0.0018386283560312782,-0.028969656220350047,0.029591669121300995,-0.005359018991717268,0.006201117777775349,0.002839223527295566,0.002268438735619536,-0.005531390680485425,7
7_2_2_10_24_4_m,0.0009687873134780711,-0.02819608692325371,0.027540113691816755,-0.0033370954702136063,0.005683560661086939,0.0013824575465758615,0.001958714672472479,-0.005321784251643215,7
7_2_2_5_30_4_m,-0.002090073324160792,-0.02825047369514842,0.033032640356849295,-0.0025302966551948446,0.004762747399646755,0.0021103997938090287,0.00012411425034113003,-0.005118765715326617,7
7_2_2_13_30_3_m,-7.116847294614544e-05,-0.025177962037059465,0.03723165680375483,-0.004913445260169383,0.004740637050636307,0.00414286137756204,-0.00015396454280381256,-0.004182446925501975,7
7_1_2_17_25_3_m,-0.0008842755747454236,-0.02449045043111591,0.037288474451689646,-0.005221296065880566,0.0047106674987073835,0.004091140897062916,0.0011322611994232284,-0.0031226219775190127,7
7_1_1_17_30_3_m,-0.0017064563604092513,-0.025521667810130357,0.03723262053634262,-0.004558389659259818,0.004656720982756961,0.003138535832618514,0.00201319346013667,-0.003244135878193212,7
7_2_2_8_30_1_m,-0.0081435036518576,-0.026165832499258607,0.0357676178878018,-0.0024325057695063273,0.005393477322648862,0.004367520282135674,0.002886807230777175,-0.002888470553312324,7
7_1_2_7_30_4_m,-0.007674520151775381,-0.025213108127701594,0.03594648281925705,-0.002286687876626977,0.005352635848101797,0.003227845362165163,0.0018470339819927526,-0.0015717647658312548,7
7_1_1_15_30_3_m,-0.0009786865890444602,-0.024611285113715298,0.033417587822020874,-0.005223442705085678,0.006333511292775268,0.0032466204326551526,8.433016255762158e-06,0.001420179370761291,7
7_1_2_17_25_1_m,-0.0017546517905811148,-0.024222722221549534,0.03358749348296382,-0.005679967647850849,0.006189119564190445,0.0033275275394446385,0.0010317440536842181,0.0021922793177704338,7
7_2_2_5_30_1_m,-0.0043952563200105755,-0.024362182844829754,0.03804117573780871,-0.004612533850467172,0.005470628767137865,0.004147638700476126,-0.0005683370374790174,0.0017690048504362035,7
7_1_1_15_30_1_m,0.001733355631460083,-0.02353529553278775,0.03597819856097476,-0.007736290717044458,0.00641125803853305,0.004520025263722515,-0.0021715999951704085,0.004461315144047622,7
7_2_2_12_30_4_m,0.003497497807843515,-0.02512723019758167,0.032978211479984025,-0.0077171199227104035,0.006485092722258782,0.005312322613250701,-0.0026334314180695064,0.0025263385710589145,7
7_2_2_8_30_4_m,-0.003256653076322082,-0.026242603893948252,0.03144891745985473,-0.00505750532317976,0.006499720111593532,0.00606506815509071,-0.0013764588670244912,0.0020400260568395824,7
7_1_2_17_25_4_m,-0.004019851498166877,-0.025854282618664744,0.03182384861011645,-0.005422048475004819,0.00638974219073784,0.0059910744703243115,-0.00029744467806313413,0.002744852788473958,7
7_1_2_17_25_5_m,-0.003862067558442365,-0.024438331292278567,0.032223352972249014,-0.005561475838004306,0.005859641831625676,0.00608239159682113,0.00014325742804832458,0.0034573439756351893,7
2_2_2_18_30_2_m,-0.004205171492863827,-0.023732939516579885,0.03189889728700443,-0.005655191068288855,0.006530114383087839,0.0065489989693301165,0.0008502186626500092,0.0031205597779027073,2
2_2_2_2_24_2_m,-0.0038675532638293457,-0.02259263981288658,0.031185125736378275,-0.005669059671292971,0.006484838545923327,0.007089170698097234,0.0006320690478650321,0.003448626396968439,2
2_2_2_2_24_3_m,-0.0032112373589817,-0.02139607606753915,0.03057074744537618,-0.005769985503235067,0.006535633072805705,0.007303788660415074,0.0003235843958430463,0.003996641146413065,2
2_2_2_26_30_3_m,-0.005352009848945132,-0.018930431064683426,0.029841789488211354,-0.00347293116226413,0.005579372488923755,0.006937596165669535,-0.0007761881068823513,0.0038632153796642477,2
2_2_2_26_30_1_m,-0.007283058382301379,-0.017012576198600315,0.02883004254597728,-0.0012847144214448714,0.004853985595906343,0.006734313916116497,-0.0019886805883474047,0.0037238408539694255,2
2_2_2_12_25_3_m,-0.008283623728037207,-0.0158074337860297,0.02711052739432332,0.00014718691623709566,0.004375707061303217,0.006560746827708775,-0.0018587852454416394,0.0037952855065787245,2
2_2_2_18_30_1_m,-0.008805430113718439,-0.015178511566168656,0.02657824942823139,0.00022453430584550645,0.005272594597164199,0.007323926934521659,-0.001094299364129342,0.0032609592193307713,2
2_2_2_12_25_1_m,-0.009210985186957855,-0.014081929486125189,0.02540313206450853,0.0014302536408291667,0.004739555274845016,0.007077030598159932,-0.0015294143477067612,0.00334843393646413,2
2_2_2_26_30_4_m,-0.01075225341069783,-0.012161529606293665,0.02508646882228093,0.0031304787738715137,0.003993482752228618,0.0070864497899223704,-0.002270400702456956,0.0034052236170746377,2
2_2_2_12_25_4_m,-0.011614541869344916,-0.011236827644041216,0.023973942525594188,0.004217072322336276,0.0035297298777727027,0.006916648409799917,-0.002447464214088556,0.0033010272137747117,2
2_2_2_2_24_4_m,-0.011375554590029575,-0.010565518985386876,0.02365616191335894,0.004042439403834873,0.0034136098118196837,0.007323535102654722,-0.002572955165246573,0.003575541027516367,2
2_2_2_26_30_2_m,-0.013000226805909374,-0.00893223156314985,0.023289397517231823,0.0058132113879329275,0.002678277468163269,0.006789949214559083,-0.0037765642082562573,0.0034307356081248273,2
2_2_2_18_30_3_m,-0.013138086488372175,-0.00852512174553887,0.02332636927847868,0.005220837711477136,0.0033002154505928486,0.008005781396327549,-0.003035524571948221,0.0031599113779312575,2
2_2_2_26_30_5_m,-0.014798741870349266,-0.007005988272672039,0.023524849164197614,0.007055833016489877,0.002328111420961863,0.00747064963233007,-0.0038579661772525408,0.003123895838317223,2
2_2_2_12_25_5_m,-0.015230864457500338,-0.005878064126773471,0.02245610303334756,0.008050757416407262,0.001885380010007868,0.007538961782943883,-0.004134816257232467,0.0031399881558208395,2
2_2_2_2_24_1_m,-0.014382499368169651,-0.005077791202122639,0.021872438802657365,0.007779228278325255,0.0020524388087827983,0.007742519579415772,-0.004453414666744502,0.0036205503415252254,2
2_2_2_12_25_2_m,-0.014931073105813193,-0.004364505048025863,0.020974441375371477,0.008697305097017162,0.0016502520208994135,0.007588047219157446,-0.0046721584934151395,0.003574468268562502,2
2_2_2_2_24_5_m,-0.014536318413745324,-0.0037448993575116777,0.020855351116480892,0.008384043984515855,0.001620894274905928,0.007861246395570811,-0.00481519185502463,0.0038774238359717598,2
2_2_1_16_30_5_m,-0.013073957225681916,-0.0017871241405352947,0.020391364214641657,0.007814855399831427,0.0016134284372123372,0.007377075837801157,-0.005038643758325592,0.004455786432285481,2
2_2_1_16_30_4_m,-0.012053939485228435,-0.0002029612577674212,0.01982377421916931,0.007527365885554461,0.0015579467172805847,0.006618101009149418,-0.005426370225375947,0.004990887579177992,2
2_2_2_7_30_5_m,-0.011920873204898087,-0.00036160584097562375,0.020006112958541315,0.007685271278231743,0.0009184945697101051,0.0068809710260669624,-0.005335564205462378,0.004480307451448972,2
2_2_2_7_30_4_m,-0.011728906451426966,-0.0003967161556039777,0.020159420419765185,0.00804840941754552,0.0003888718931289999,0.00704335332686153,-0.005386802133098561,0.0039949935275443,2
2_2_2_7_30_3_m,-0.011471706034694718,-0.0005629186492270963,0.020409265778448885,0.008281542593199425,-0.0001627185979292241,0.007129616327045733,-0.0053017376028758655,0.00361649160549823,2
2_2_2_3_24_1_m,-0.011890749020084352,-0.0005843809130922066,0.01893304982797485,0.008597752447360324,-0.0002459517790592686,0.007045195943332259,-0.0048493015781671716,0.004031856797933016,2
2_2_1_5_30_3_m,-0.016549553340674296,-0.0005010539271800207,0.017140747543099237,0.011069137080403501,-0.00042064157619281837,0.006390227067320721,-0.0042477965843405845,0.0030695977382130604,2
2_1_2_8_30_1_m,-0.01790283436003407,-0.0003405096166759777,0.017649883207999956,0.011588521993633302,-0.0005694898481892496,0.006294843683801922,-0.003279157303720715,0.002730109294456898,2
2_2_1_16_30_2_m,-0.016706735257539393,0.0013487300798673664,0.017314013831023833,0.011132889097961368,-0.0005309231552577483,0.005938097441150016,-0.003696379555721351,0.003113076291213992,2
2_2_2_17_30_1_m,-0.016724672337920604,0.004575436568832674,0.0174979031481417,0.01214408776796482,-0.001102481987097218,0.003940236712640093,-0.0041324373829021935,0.0031781498850638546,2
2_2_1_5_30_5_m,-0.02169394971777805,0.004624316681964788,0.01616919612414908,0.014815270769270491,-0.0010969027648025044,0.0033558535156548385,-0.0035909303894687385,0.0023134583153127763,2
2_2_2_7_30_1_m,-0.021228153816675036,0.00460107794362509,0.016221277490123937,0.015006318461835269,-0.0014886865302182347,0.003418406583395294,-0.0035000339525416545,0.0020072757238565092,2
2_2_2_3_24_5_m,-0.02173480642678331,0.00484105689663785,0.015149403119163359,0.015064319611172479,-0.0012459470207037571,0.00357751694164178,-0.0031446172400266944,0.002189955517104385,2
2_2_1_5_30_1_m,-0.026460881494686752,0.00425068412252422,0.014271413202648396,0.01738978297779684,-0.0013833205297145224,0.0030958450190566667,-0.002674293414771356,0.001185279667125221,2
2_2_2_17_30_3_m,-0.025974519269794744,0.007038039312470923,0.014936212066666168,0.01787124528570902,-0.002000864676095782,0.0011328540416087258,-0.0032163895127572607,0.001392073387722016,2
2_1_2_8_30_2_m,-0.027667683823900144,0.006889967012325628,0.01503609834911694,0.018430779283051004,-0.0017845181192819631,0.0010132692759579013,-0.0018733907056349398,0.0011046145508965188,2
2_2_2_18_30_4_m,-0.026935123759278982,0.0067147130122098345,0.015536227843968142,0.01743747804307271,-0.00128791449390995,0.001387368545628818,-0.001611249536761601,0.0011991829680666917,2
2_2_2_17_30_4_m,-0.026546460249408054,0.009529313683450525,0.01581002132450892,0.018108088319537606,-0.0019127748861148886,-0.00024909329683804924,-0.0022799315978748336,0.001480893096762788,2
2_2_2_3_24_4_m,-0.026803440106219364,0.009803324244486345,0.015095746048580464,0.018093292317790714,-0.001856078105022787,4.700770650459979e-05,-0.002062404066624977,0.0017121969345610943,2
2_2_2_17_30_2_m,-0.026463989334397905,0.012213597824594517,0.01554863367493128,0.018620847918320242,-0.002177178551422247,-0.0013716341048213318,-0.0025781295499442665,0.0016903396003067805,2
2_2_1_16_30_3_m,-0.025279912045421092,0.013381210038835733,0.015383747241997162,0.01810671177809302,-0.0021672758722384527,-0.0017423824276305534,-0.002787726965858957,0.0020879048417586955,2
2_2_1_5_30_2_m,-0.029280680303585518,0.012822228739166728,0.013967685163649317,0.019999530180682297,-0.0018756514241995061,-0.0019888898002782367,-0.0019931028553999506,0.0014791241588522086,2
2_1_2_8_30_3_m,-0.03082710434483338,0.012572369100521359,0.013948014367159726,0.020528776162533912,-0.001639046679821635,-0.002112185109008857,-0.0008117801814391359,0.0012745639953754423,2
2_2_2_3_24_2_m,-0.03196017504016519,0.012403191691892372,0.012981046921344537,0.02097959278958816,-0.0011888290174880388,-0.0018578116339395849,-1.3327270692309569e-05,0.0015386015566651071,2
2_1_2_13_30_1_m,-0.0318745958838997,0.012370419900206642,0.01260402376105647,0.020473876489528732,-0.0008645145066753429,-0.0013456524197622418,0.00036760041950557236,0.0012267964607404033,2
2_1_2_13_30_2_m,-0.03141642554132503,0.012355049426827393,0.012916875868442899,0.019762945329644264,-0.0010136016871427373,-0.0008158480190438575,0.0007513800832085944,0.0007700033082767454,2
2_2_1_16_30_1_m,-0.030409325617996766,0.013511931414533053,0.012457683380632637,0.019465662518632944,-0.000964251658037579,-0.001163250081293396,0.0005897348504770628,0.0011800119644095205,2
2_1_2_8_30_5_m,-0.031751436271645755,0.013171944067668062,0.012494019661095014,0.0198059628700368,-0.0007629408614467155,-0.001328989537198975,0.001671358193411432,0.0009937274343879176,2
2_2_2_17_30_5_m,-0.03141837181553798,0.015107621168072547,0.01333232679520476,0.020210023974335342,-0.0013105520963668416,-0.0030507811266790716,0.000891323146725076,0.0011304688610816649,2
2_2_2_18_30_5_m,-0.03064395292696781,0.014977102668281816,0.014097630651744785,0.019493023043533328,-0.0008406886032191069,-0.002461114234112825,0.0011672749332118674,0.00111868778637417,2
2_1_2_8_30_4_m,-0.03213797622036615,0.014561609136347988,0.014018323433371501,0.01997452693278916,-0.0005778779953676136,-0.0026103811649617506,0.002246708236937562,0.000983627989057379,2
2_2_2_7_30_2_m,-0.03164369387531564,0.014412644830840088,0.01399829491252356,0.020034304472392375,-0.0008823055989783072,-0.0022508436865496142,0.0021933238238292787,0.000659370881166449,2
2_2_1_5_30_4_m,-0.03483415196157625,0.013953407131215137,0.013145783528671769,0.021693764716715195,-0.0010255355339294449,-0.0024757180689730343,0.002403538668987659,-5.5838143559853177e-05,2
2_2_2_3_24_3_m,-0.03532838126037385,0.013874817762663721,0.011840082021154984,0.022003814254284382,-0.0006217514710980257,-0.002334757938544534,0.0029637667117347,0.00027288573536479613,2
2_1_1_6_24_2_m,-0.0346602700752225,0.013753626092705525,0.010525616110785011,0.021168900046602004,0.00026086601474641015,-0.0017853053881011745,0.0031984019634923744,-0.000606674009466738,2
2_1_1_3_24_3_m,-0.03412403396875372,0.014764390827410023,0.011637150205680976,0.020469080640265817,-0.0003691799479317006,-0.0013910870221116233,0.0034568145670639695,-0.0011783536264302669,2
2_2_1_2_25_4_m,-0.034446337078091346,0.014341209403649517,0.011166517156673904,0.020854994945386396,-0.0006577316416046329,-0.0013567706750644143,0.0032996036199083277,-0.0014863032843615894,2
2_1_1_1_30_5_m,-0.033423430884511184,0.014405279421859407,0.00998620640629726,0.0204184544534436,0.00019285178147015572,-0.0017130083219077117,0.003255799965932763,-0.0010297788520649347,2
2_1_1_1_30_4_m,-0.03227268964595761,0.01441913866818057,0.008685232455807653,0.019911076644333933,0.0010266691041469166,-0.0019984062034899093,0.00311995536177795,-0.00062839078574704,2
2_1_1_4_24_1_m,-0.03220154869541759,0.013977046079194902,0.00724421884382663,0.019459986340284275,0.001405995506007669,-0.0017284163861786713,0.0032289097247962064,-0.0011163507164431597,2
2_1_2_1_30_4_m,-0.03257118112758063,0.013409345001211718,0.006844570037157424,0.019260691395559665,0.0020385795002405816,-0.0019650843810218943,0.003705314546447298,-0.0006664135282426677,2
2_2_1_9_30_2_m,-0.031855934881392545,0.013832914671085633,0.005346936101339964,0.019547673664036674,0.002214238948790366,-0.002157555990124912,0.002827683786183302,-0.0006494142064403894,2
2_2_1_2_25_5_m,-0.03203438251255893,0.013247380031701646,0.005015451573480064,0.019786135104457536,0.0019912098182935743,-0.0021192813169123997,0.0026767900245891533,-0.0007904107594088797,2
2_1_2_13_30_5_m,-0.0323629339298373,0.013297406981396672,0.00523463957310813,0.019434834844243038,0.002109039952451301,-0.0018086681193534733,0.0035020650997706305,-0.0011571692402764162,2
2_1_2_1_30_5_m,-0.03252974264967734,0.013036353126514013,0.0047384755970578275,0.019298615871891987,0.002687038496365846,-0.0022002199089335393,0.0039436512528845885,-0.0007932739587781142,2
2_1_2_15_25_4_m,-0.032568830663968706,0.01271054569853342,0.004853258556552778,0.019268878565331098,0.002687552992017101,-0.002407915071460146,0.003887813185214959,-0.0009560035746048875,2
2_1_2_13_30_3_m,-0.03223844463253226,0.012665865173753206,0.005165023371121823,0.018659979048529243,0.0025921498777245994,-0.0019696573980998553,0.004117119223430707,-0.0012048145586065863,2
2_2_1_9_30_5_m,-0.03150221675716106,0.013039030429908434,0.003802447726313139,0.018985871016272114,0.002612759619170415,-0.0020326323821490393,0.0031794379028004045,-0.0010348721212699217,2
2_2_1_9_30_3_m,-0.030532406882600043,0.013482184239773978,0.002655141462655564,0.019189998602095006,0.002584964145735511,-0.002555260090222378,0.002269946448496686,-0.0008374944888510033,2
2_1_2_10_30_5_m,-0.030332905438078657,0.014291641476438641,0.003718046169356521,0.01836183607674655,0.0027577840948452333,-0.002863825137118054,0.002096537813216207,-0.0006592322850892205,2
2_1_2_13_30_4_m,-0.03044669572073384,0.01423141684864475,0.003917139598975098,0.017970596867852382,0.0029500010586750005,-0.0025892530883267983,0.0026967838893733353,-0.0009149872341560261,2
2_2_1_7_30_3_m,-0.027398398365111997,0.014627980174749644,0.004897791219746451,0.01706104004447785,0.0031390576268841668,-0.0022209990217460463,0.0020785264466087173,-0.0008623997437475861,2
2_2_1_2_25_1_m,-0.027690543167994013,0.014320521887457529,0.004402708229127507,0.017331669229382042,0.002888454628743949,-0.0018897843949068841,0.0020297298981712657,-0.0010888520833364824,2
2_1_1_2_30_1_m,-0.025273282331328115,0.014633077429813898,0.004366536029574125,0.016124578621762777,0.003010665390630159,-0.0017220781861794648,0.0018168371404679597,-0.0006654977044250953,2
2_1_2_15_25_5_m,-0.025406126764015383,0.014349726539531376,0.004530077158427272,0.016139381045241243,0.0029955198279014317,-0.001958483406178591,0.001795844277003284,-0.0008242664750121326,2
2_1_2_10_30_4_m,-0.025684819688761414,0.014986353747389441,0.005278864379021311,0.015619922308558349,0.0032178674899087786,-0.002357890498422735,0.0017965637141834883,-0.0007185879874002373,2
2_1_1_2_30_5_m,-0.022391439544345536,0.015843421577392044,0.00578438375285757,0.01374262237372739,0.0036021611567181758,-0.0015758154692613676,0.0015106707269062563,0.00011267517538806711,2
2_1_1_2_30_3_m,-0.019547761002305705,0.01643300689466167,0.006050669472332331,0.01217306780569684,0.0039931578856970285,-0.0010428714386756786,0.001267247079424738,0.000715475592361465,2
2_1_1_4_24_2_m,-0.019542554937438162,0.01607804746069136,0.004820743059653949,0.011769124402064835,0.004279925663692287,-0.0007989026043502072,0.0014102624143783825,0.0003056528543530966,2
2_1_2_15_25_2_m,-0.019778349395246343,0.01582197749730612,0.004952561890422558,0.011830842322980872,0.004314393987999553,-0.0010378542744380681,0.0014769873062474572,0.00013737442178378355,2
2_2_1_7_30_2_m,-0.016973682648315846,0.016312501510540835,0.005758272054393377,0.010974085027381309,0.004496665494098089,-0.0004378213694584777,0.0009552774602122656,0.0003041141688538221,2
2_1_2_1_30_2_m,-0.01800365505175573,0.01599637186556774,0.00535892612913757,0.011383048853542323,0.005018041383532531,-0.0008221359094402463,0.0015667936912311818,0.0004776652826600263,2
2_1_2_1_30_3_m,-0.019056004679131218,0.015540531796854872,0.005103015483884528,0.011752685017638072,0.005401675497238484,-0.001138864530414499,0.002083641869814286,0.0006588600111520839,2
2_1_2_1_30_1_m,-0.020080766632332377,0.015039141797688683,0.004773689290715966,0.012102003083906797,0.005930397120274385,-0.0015071172493790377,0.002663220900857986,0.0009445598489796214,2
2_1_2_15_25_1_m,-0.02021134355940295,0.014769772051478358,0.0049336885604597605,0.012120699532829215,0.005909209109265597,-0.001721962394009674,0.0026755765397451156,0.0007534311044182147,2
2_1_1_1_30_1_m,-0.019384714306105933,0.014778242618568261,0.0037524756944910054,0.012070790811010644,0.006448146549347536,-0.002109870148040198,0.002497265711248917,0.0010084853135443606,2
2_1_1_2_30_4_m,-0.016797546964375208,0.015368168690423293,0.003974516181001516,0.010662712550312531,0.006744377450865135,-0.0016154816391265856,0.0023791108960586286,0.0013463149459826546,2
2_2_1_9_30_4_m,-0.01653756316414603,0.015745814181134295,0.0027164307705598847,0.011159087036709044,0.0067564401501047115,-0.0018265264559901733,0.0017104555836404175,0.0013965663160962155,2
2_1_1_2_30_2_m,-0.013907374805869064,0.016545161362524836,0.003027906355568203,0.009688540390101507,0.006956000972346178,-0.0010125555300710709,0.0014658276726561318,0.0021017840095521757,2
2_2_1_2_25_3_m,-0.014166986764183397,0.01624441720121352,0.0028048286427566137,0.00989652426850409,0.006738807700179969,-0.0007601736807897483,0.00133233373080876,0.0019579467790387366,2
2_2_1_7_30_5_m,-0.011581185413033955,0.01662316557429848,0.0037020606365425752,0.009213268913433935,0.00689909755281415,-0.0004908298392382128,0.0007437435683527381,0.0019048197134884585,2
2_1_1_1_30_2_m,-0.010984254218035018,0.01656941338374431,0.0028212734468637747,0.009018570026235016,0.007465008182681052,-0.0007515696706786382,0.0006309369119418441,0.002284647667970987,2
2_2_1_4_30_2_m,-0.009951391298577377,0.016582292645219193,0.00276260027374664,0.008890091622409531,0.0075228675784747645,-0.0007964568282036839,2.4996800632258596e-05,0.002248295549913196,2
2_1_1_4_24_3_m,-0.010104389436846458,0.016324726184433105,0.0017514881180993487,0.008464826564506171,0.007560543558570028,-0.0006143999436177556,9.52066701338767e-05,0.0018555113500781115,2
2_2_1_7_30_4_m,-0.007960823439597354,0.016667098576674387,0.00265455463957608,0.007711540991762397,0.0074546557036694215,-0.0004745954830673842,-0.00024597438782523903,0.0017650840538485954,2
2_1_2_10_30_2_m,-0.00809059442028511,0.017280396183429525,0.0034719814734853038,0.007189829067132943,0.007626420489336223,-0.0007793786122654754,-0.00030013806829376304,0.0018193288158656817,2
2_1_1_1_30_3_m,-0.00770432549905735,0.017270347433293618,0.002694346018828408,0.007082810231990472,0.008079292512208444,-0.0010397633144355587,-0.0002315179283628356,0.002057242844394114,2
2_1_1_6_24_1_m,-0.007621318895956084,0.017198583095574014,0.0018468754871022136,0.006551121082830049,0.008572829112875288,-0.0006939479645709269,9.835283919193019e-05,0.001381200045748465,2
