video-frame,0,1,2,3,target
7_1_1_15_30_4_m,0.004574192151039933,-0.03390087048229956,0.014418863736202405,-0.0033574515403530553,7
7_1_1_10_30_1_m,0.0032129764632108024,-0.03318174933002206,0.0182806454237062,-0.003298363684319439,7
7_2_2_5_30_2_m,-0.0002869848083504504,-0.03306192138772291,0.024836740841226137,-0.002358057901494327,7
7_2_2_13_30_4_m,0.0018386283560313287,-0.028969656220350023,0.029591669121300918,-0.00535901899171747,7
7_2_2_10_24_4_m,0.0009687873134781121,-0.02819608692325368,0.02754011369181675,-0.003337095470213772,7
7_2_2_5_30_4_m,-0.0020900733241607525,-0.02825047369514835,0.03303264035684928,-0.0025302966551945883,7
7_2_2_13_30_3_m,-7.116847294610084e-05,-0.02517796203705946,0.03723165680375482,-0.004913445260169284,7
7_1_2_17_25_3_m,-0.0008842755747453908,-0.0244904504311159,0.03728847445168964,-0.005221296065880533,7
7_1_1_17_30_3_m,-0.0017064563604092193,-0.025521667810130322,0.037232620536342596,-0.004558389659259871,7
7_2_2_8_30_1_m,-0.008143503651857556,-0.026165832499258596,0.035767617887801764,-0.0024325057695066443,7
7_1_2_7_30_4_m,-0.007674520151775345,-0.025213108127701563,0.035946482819257,-0.002286687876627183,7
7_1_1_15_30_3_m,-0.0009786865890444249,-0.024611285113715298,0.03341758782202082,-0.005223442705085591,7
7_1_2_17_25_1_m,-0.0017546517905810775,-0.024222722221549482,0.03358749348296382,-0.005679967647850789,7
7_2_2_5_30_1_m,-0.004395256320010542,-0.02436218284482978,0.0380411757378087,-0.004612533850466763,7
7_1_1_15_30_1_m,0.0017333556314601084,-0.023535295532787742,0.03597819856097471,-0.0077362907170439015,7
7_2_2_12_30_4_m,0.003497497807843552,-0.025127230197581656,0.03297821147998399,-0.007717119922709588,7
7_2_2_8_30_4_m,-0.003256653076322048,-0.026242603893948235,0.031448917459854696,-0.005057505323179267,7
7_1_2_17_25_4_m,-0.004019851498166838,-0.025854282618664702,0.031823848610116424,-0.005422048475004381,7
7_1_2_17_25_5_m,-0.003862067558442331,-0.024438331292278567,0.032223352972248986,-0.005561475838004063,7
2_2_2_18_30_2_m,-0.004205171492863792,-0.02373293951657987,0.03189889728700441,-0.005655191068288526,2
2_2_2_2_24_2_m,-0.0038675532638293136,-0.022592639812886586,0.031185125736378282,-0.005669059671292678,2
2_2_2_2_24_3_m,-0.003211237358981669,-0.021396076067539134,0.03057074744537619,-0.005769985503234795,2
2_2_2_26_30_3_m,-0.005352009848945119,-0.018930431064683406,0.029841789488211302,-0.0034729311622638324,2
2_2_2_26_30_1_m,-0.007283058382301354,-0.01701257619860031,0.028830042545977267,-0.001284714421444603,2
2_2_2_12_25_3_m,-0.008283623728037178,-0.015807433786029692,0.027110527394323312,0.00014718691623740552,2
2_2_2_18_30_1_m,-0.008805430113718437,-0.015178511566168658,0.02657824942823139,0.00022453430584573847,2
2_2_2_12_25_1_m,-0.009210985186957848,-0.014081929486125187,0.025403132064508515,0.0014302536408294392,2
2_2_2_26_30_4_m,-0.010752253410697823,-0.012161529606293657,0.025086468822280918,0.0031304787738718662,2
2_2_2_12_25_4_m,-0.011614541869344906,-0.011236827644041224,0.023973942525594146,0.00421707232233668,2
2_2_2_2_24_4_m,-0.011375554590029585,-0.010565518985386874,0.023656161913358925,0.004042439403835268,2
2_2_2_26_30_2_m,-0.013000226805909388,-0.008932231563149859,0.023289397517231816,0.005813211387933367,2
2_2_2_18_30_3_m,-0.01313808648837217,-0.00852512174553888,0.023326369278478688,0.0052208377114776276,2
2_2_2_26_30_5_m,-0.014798741870349262,-0.00700598827267204,0.023524849164197635,0.007055833016490489,2
2_2_2_12_25_5_m,-0.015230864457500338,-0.005878064126773481,0.02245610303334755,0.008050757416407817,2
2_2_2_2_24_1_m,-0.014382499368169632,-0.005077791202122652,0.021872438802657376,0.007779228278325771,2
2_2_2_12_25_2_m,-0.014931073105813196,-0.004364505048025869,0.020974441375371484,0.00869730509701774,2
2_2_2_2_24_5_m,-0.014536318413745314,-0.00374489935751169,0.020855351116480892,0.008384043984516408,2
2_2_1_16_30_5_m,-0.01307395722568193,-0.0017871241405353073,0.020391364214641647,0.007814855399831927,2
2_2_1_16_30_4_m,-0.012053939485228463,-0.00020296125776743268,0.01982377421916934,0.007527365885554903,2
2_2_2_7_30_5_m,-0.011920873204898094,-0.00036160584097563026,0.02000611295854129,0.007685271278232268,2
2_2_2_7_30_4_m,-0.011728906451426978,-0.00039671615560399245,0.0201594204197652,0.008048409417546105,2
2_2_2_7_30_3_m,-0.011471706034694712,-0.0005629186492271069,0.020409265778448867,0.008281542593200075,2
2_2_2_3_24_1_m,-0.01189074902008436,-0.0005843809130922178,0.018933049827974842,0.008597752447360761,2
2_2_1_5_30_3_m,-0.0165495533406743,-0.0005010539271800399,0.017140747543099244,0.011069137080403895,2
2_1_2_8_30_1_m,-0.01790283436003408,-0.0003405096166759899,0.01764988320799995,0.011588521993633659,2
2_2_1_16_30_2_m,-0.016706735257539403,0.0013487300798673467,0.017314013831023822,0.011132889097961686,2
2_2_2_17_30_1_m,-0.016724672337920618,0.004575436568832652,0.017497903148141675,0.012144087767965219,2
2_2_1_5_30_5_m,-0.021693949717778077,0.004624316681964768,0.01616919612414909,0.014815270769270875,2
2_2_2_7_30_1_m,-0.021228153816675078,0.004601077943625068,0.016221277490123944,0.015006318461835704,2
2_2_2_3_24_5_m,-0.021734806426783323,0.004841056896637821,0.01514940311916336,0.015064319611172805,2
2_2_1_5_30_1_m,-0.02646088149468676,0.004250684122524188,0.014271413202648405,0.01738978297779717,2
2_2_2_17_30_3_m,-0.02597451926979476,0.007038039312470894,0.014936212066666172,0.01787124528570949,2
2_1_2_8_30_2_m,-0.02766768382390016,0.006889967012325595,0.015036098349116943,0.018430779283051417,2
2_2_2_18_30_4_m,-0.026935123759279,0.006714713012209801,0.015536227843968136,0.017437478043073242,2
2_2_2_17_30_4_m,-0.026546460249408096,0.009529313683450492,0.015810021324508913,0.01810808831953816,2
2_2_2_3_24_4_m,-0.026803440106219423,0.009803324244486303,0.015095746048580473,0.018093292317791186,2
2_2_2_17_30_2_m,-0.02646398933439795,0.012213597824594465,0.01554863367493128,0.018620847918320783,2
2_2_1_16_30_3_m,-0.025279912045421123,0.013381210038835684,0.015383747241997177,0.01810671177809354,2
2_2_1_5_30_2_m,-0.029280680303585507,0.012822228739166682,0.013967685163649327,0.019999530180682786,2
2_1_2_8_30_3_m,-0.030827104344833385,0.0125723691005213,0.013948014367159747,0.020528776162534346,2
2_2_2_3_24_2_m,-0.03196017504016521,0.012403191691892329,0.012981046921344557,0.020979592789588542,2
2_1_2_13_30_1_m,-0.031874595883899765,0.012370419900206589,0.012604023761056467,0.020473876489529,2
2_1_2_13_30_2_m,-0.031416425541325045,0.012355049426827337,0.012916875868442914,0.01976294532964439,2
2_2_1_16_30_1_m,-0.030409325617996766,0.013511931414533015,0.01245768338063264,0.019465662518633062,2
2_1_2_8_30_5_m,-0.03175143627164581,0.013171944067668015,0.012494019661095021,0.019805962870036865,2
2_2_2_17_30_5_m,-0.03141837181553801,0.015107621168072495,0.013332326795204758,0.02021002397433557,2
2_2_2_18_30_5_m,-0.030643952926967862,0.014977102668281774,0.014097630651744795,0.0194930230435336,2
2_1_2_8_30_4_m,-0.0321379762203662,0.014561609136347948,0.014018323433371501,0.01997452693278936,2
2_2_2_7_30_2_m,-0.03164369387531567,0.01441264483084002,0.01399829491252356,0.020034304472392624,2
2_2_1_5_30_4_m,-0.03483415196157631,0.013953407131215087,0.013145783528671785,0.0216937647167154,2
2_2_2_3_24_3_m,-0.03532838126037389,0.013874817762663666,0.011840082021155003,0.022003814254284465,2
2_1_1_6_24_2_m,-0.034660270075222537,0.01375362609270547,0.010525616110785027,0.0211689000466019,2
2_1_1_3_24_3_m,-0.03412403396875377,0.014764390827409992,0.01163715020568097,0.020469080640265796,2
2_2_1_2_25_4_m,-0.03444633707809138,0.014341209403649443,0.011166517156673909,0.020854994945386396,2
2_1_1_1_30_5_m,-0.03342343088451122,0.014405279421859393,0.009986206406297287,0.020418454453443372,2
2_1_1_1_30_4_m,-0.03227268964595766,0.014419138668180545,0.00868523245580766,0.019911076644333482,2
2_1_1_4_24_1_m,-0.032201548695417664,0.01397704607919487,0.007244218843826639,0.0194599863402839,2
2_1_2_1_30_4_m,-0.032571181127580666,0.013409345001211657,0.006844570037157441,0.019260691395559228,2
2_2_1_9_30_2_m,-0.03185593488139257,0.013832914671085586,0.00534693610133998,0.019547673664036293,2
2_2_1_2_25_5_m,-0.03203438251255898,0.013247380031701613,0.005015451573480072,0.019786135104457224,2
2_1_2_13_30_5_m,-0.032362933929837356,0.013297406981396627,0.00523463957310815,0.019434834844242705,2
2_1_2_1_30_5_m,-0.03252974264967737,0.013036353126513975,0.004738475597057838,0.01929861587189154,2
2_1_2_15_25_4_m,-0.03256883066396876,0.01271054569853335,0.004853258556552792,0.019268878565330584,2
2_1_2_13_30_3_m,-0.03223844463253231,0.012665865173753154,0.00516502337112183,0.018659979048528626,2
2_2_1_9_30_5_m,-0.031502216757161104,0.013039030429908416,0.003802447726313159,0.01898587101627158,2
2_2_1_9_30_3_m,-0.0305324068826001,0.013482184239773931,0.0026551414626555777,0.01918999860209451,2
2_1_2_10_30_5_m,-0.030332905438078702,0.014291641476438587,0.003718046169356531,0.018361836076746244,2
2_1_2_13_30_4_m,-0.03044669572073389,0.01423141684864471,0.003917139598975117,0.01797059686785206,2
2_2_1_7_30_3_m,-0.02739839836511205,0.014627980174749599,0.004897791219746459,0.01706104004447763,2
2_2_1_2_25_1_m,-0.027690543167994058,0.014320521887457492,0.004402708229127514,0.017331669229381848,2
2_1_1_2_30_1_m,-0.025273282331328164,0.014633077429813847,0.004366536029574134,0.01612457862176253,2
2_1_2_15_25_5_m,-0.02540612676401543,0.014349726539531349,0.004530077158427291,0.016139381045240965,2
2_1_2_10_30_4_m,-0.025684819688761462,0.014986353747389386,0.005278864379021335,0.015619922308558245,2
2_1_1_2_30_5_m,-0.022391439544345547,0.015843421577391978,0.0057843837528575755,0.013742622373727245,2
2_1_1_2_30_3_m,-0.019547761002305736,0.01643300689466164,0.006050669472332337,0.012173067805696667,2
2_1_1_4_24_2_m,-0.01954255493743818,0.01607804746069134,0.004820743059653954,0.011769124402064698,2
2_1_2_15_25_2_m,-0.019778349395246378,0.015821977497306076,0.004952561890422563,0.011830842322980692,2
2_2_1_7_30_2_m,-0.01697368264831587,0.016312501510540815,0.005758272054393389,0.010974085027381217,2
2_1_2_1_30_2_m,-0.018003655051755784,0.015996371865567707,0.005358926129137584,0.011383048853542192,2
2_1_2_1_30_3_m,-0.01905600467913125,0.015540531796854848,0.0051030154838845295,0.011752685017637881,2
2_1_2_1_30_1_m,-0.02008076663233242,0.015039141797688636,0.004773689290715969,0.012102003083906581,2
2_1_2_15_25_1_m,-0.02021134355940297,0.01476977205147831,0.0049336885604597674,0.012120699532828941,2
2_1_1_1_30_1_m,-0.01938471430610599,0.014778242618568218,0.0037524756944910115,0.012070790811010201,2
2_1_1_2_30_4_m,-0.01679754696437524,0.015368168690423241,0.003974516181001519,0.010662712550312065,2
2_2_1_9_30_4_m,-0.01653756316414607,0.01574581418113425,0.002716430770559889,0.011159087036708657,2
2_1_1_2_30_2_m,-0.013907374805869092,0.01654516136252483,0.0030279063555682054,0.009688540390101062,2
2_2_1_2_25_3_m,-0.01416698676418344,0.01624441720121348,0.0028048286427566145,0.009896524268503685,2
2_2_1_7_30_5_m,-0.01158118541303399,0.016623165574298434,0.0037020606365425757,0.009213268913433662,2
2_1_1_1_30_2_m,-0.01098425421803505,0.016569413383744278,0.0028212734468637817,0.009018570026234613,2
2_2_1_4_30_2_m,-0.00995139129857742,0.016582292645219168,0.00276260027374664,0.008890091622409156,2
2_1_1_4_24_3_m,-0.010104389436846505,0.016324726184433105,0.001751488118099353,0.008464826564505878,2
2_2_1_7_30_4_m,-0.007960823439597385,0.016667098576674377,0.00265455463957608,0.007711540991762236,2
2_1_2_10_30_2_m,-0.008090594420285148,0.017280396183429508,0.0034719814734853038,0.0071898290671329555,2
2_1_1_1_30_3_m,-0.007704325499057379,0.017270347433293587,0.00269434601882841,0.007082810231990322,2
2_1_1_6_24_1_m,-0.007621318895956121,0.017198583095573986,0.0018468754871022151,0.006551121082829816,2
2_2_1_9_30_1_m,-0.00733393248112465,0.017692453940939597,0.0005808586714486865,0.006836457571564191,2
2_1_1_6_24_3_m,-0.0071618915517026056,0.01761335110221211,-0.00036064211540264105,0.00633206853019715,2
2_1_1_3_24_1_m,-0.006634236117145472,0.018165241311863336,0.0005778168681083556,0.005875594787923918,2
2_1_2_10_30_3_m,-0.006737942030845727,0.018722978287573484,0.001477932227215026,0.0052616342780588184,2
2_1_2_15_25_3_m,-0.006994868497533747,0.018403998747676616,0.0015629633564943285,0.005318371025850399,2
2_1_1_4_24_5_m,-0.007152600519548761,0.01809856959758417,0.0005971085496238039,0.005000551870796892,2
2_1_1_6_24_5_m,-0.00698809493982611,0.0179983156156284,-0.00020391401667123373,0.0044870815371380055,2
2_1_1_3_24_2_m,-0.006639393385389265,0.01848642101486823,0.0005367399763214105,0.004129826209671339,2
2_1_1_3_24_5_m,-0.00648163176021349,0.018969185465349103,0.0013888965198293392,0.0039000447596083125,2
2_2_1_4_30_1_m,-0.005933772654500142,0.018904110195678593,0.0010993426376068023,0.0038691489470572683,2
2_2_1_2_25_2_m,-0.006105373252914091,0.018609894330576422,0.0007558199349330885,0.004124402083580987,2
2_1_1_6_24_4_m,-0.00600499420326388,0.01851490050938745,-5.747225203579408e-05,0.0036352311691179775,2
2_1_2_10_30_1_m,-0.00598693540532338,0.019122946743490455,0.0007420261786104078,0.003228877201093818,2
2_1_1_3_24_4_m,-0.005947970364030426,0.01962956746279418,0.0015290407542197433,0.003015608966985069,2
2_1_1_4_24_4_m,-0.006118090610337215,0.019228706652729525,0.0007134857274339818,0.0026510856292787893,2
2_2_1_7_30_1_m,-0.003964643518622525,0.019586008439698304,0.001433416359027672,0.0020142628037304834,2
2_1_1_7_24_1_m,-0.0039983814450920965,0.0196523559931509,0.001389392158893677,0.0018408058844066118,2
2_2_1_4_30_3_m,-0.0031407247037421957,0.01954841045745289,0.0012127994621586359,0.0019353328305228182,2
2_2_1_4_30_4_m,-0.0024050239064755943,0.01950030551752775,0.00115462416233136,0.0018884915646138981,2
2_1_1_7_24_4_m,-0.0024997857048018822,0.019539648950435112,0.0010703451403533538,0.0017307341434566253,2
2_1_1_7_24_5_m,-0.0025211675991148037,0.019575479290948154,0.0010350834295295597,0.0015803408458984567,2
2_2_1_4_30_5_m,-0.0019368383704670606,0.019492772375421977,0.0009582159856105375,0.0015275293533246978,2
2_1_1_7_24_2_m,-0.001987738955033872,0.019551183630057794,0.0009216946270230392,0.0013499615356238814,2
2_1_1_7_24_3_m,-0.002039979469769641,0.01959769193869703,0.0008785020519003438,0.001192387478453633,2
1_1_2_5_25_1_m,-0.004040968346770334,0.018641548373718456,-6.283201145475599e-05,0.001644173641693887,1
1_1_2_15_25_4_m,-0.00305303812856482,0.0182714344727828,0.00025653984466780317,0.001007078431204852,1
1_1_2_15_25_3_m,-0.0021598342596761528,0.01795919957855338,0.000497322906090077,0.00037971719997259616,1
1_1_2_5_25_4_m,-0.0037595969371697012,0.017043822712137387,-0.0003379309010268234,0.0008965177331188017,1
1_1_2_15_25_1_m,-0.002868871423774384,0.01657846128142169,-0.0002435314090901996,0.000292512179906727,1
1_1_2_5_25_2_m,-0.004802297998208713,0.015679673391871568,-0.0011635856150745802,0.0007682212961670307,1
1_1_2_21_25_1_m,-0.004531161828277873,0.015614023864947174,-0.0012393002680610346,0.0005721294578297959,1
1_1_2_5_25_3_m,-0.006395571954823349,0.014667538740030628,-0.00215461566703042,0.0010973540860053723,1
1_1_2_15_25_5_m,-0.005522241188745398,0.01426763875119585,-0.0019146030985550157,0.0004887499578284928,1
1_1_2_15_25_2_m,-0.004586020693130323,0.013949083053813302,-0.001645671375753479,-0.00018166648701692926,1
1_1_2_5_25_5_m,-0.006321371583333745,0.013176237884427061,-0.0025242939587179283,0.0003852189161454363,1
1_1_1_7_30_1_m,-0.005940452565771484,0.013266449694300258,-0.0032270610862704828,-0.00037647554689848546,1
1_1_1_12_30_1_m,-0.004045801897301209,0.01352789592489866,-0.003602378609182118,-0.001465180525340131,1
1_1_1_16_25_4_m,-0.002367890875929974,0.014406081230798373,-0.0036369928645529426,-0.002929349483418929,1
1_1_1_16_25_3_m,-0.0007236750588918351,0.015223134096912345,-0.0035877237337821897,-0.00454116079526773,1
1_1_1_13_25_1_m,-4.436606954459944e-05,0.015490425509083834,-0.0033098269436592845,-0.0048861094141513265,1
1_1_1_13_25_2_m,0.0005813135462362335,0.015689810494193067,-0.002939015075327687,-0.005212906345543557,1
1_1_1_12_30_3_m,0.00243229493685863,0.015858800057827558,-0.003243763406384299,-0.006198251609854444,1
1_1_1_16_25_2_m,0.003980772716536086,0.01664469852102127,-0.0031571189797340487,-0.00782874355945173,1
1_1_1_12_30_2_m,0.005727842278113704,0.016841911472639717,-0.0034985300249922055,-0.008801370654941486,1
1_1_2_21_25_4_m,0.005790700420693144,0.016659666689697896,-0.003488948500981073,-0.008933290948758806,1
1_1_1_12_30_4_m,0.007535344273979902,0.016890936180147566,-0.003885655702179642,-0.009892054814116952,1
1_1_2_21_25_3_m,0.007683742456668172,0.016737878618274898,-0.003950523769376674,-0.010026276734291148,1
1_1_1_13_25_4_m,0.00835976187333263,0.017041672565815857,-0.003608103923984845,-0.010333082107713156,1
1_1_1_7_30_2_m,0.007881685016919325,0.01645971106849986,-0.004530544683019185,-0.01073644458341682,1
1_1_2_21_25_5_m,0.008205820811910609,0.016366107437307504,-0.004516361275865401,-0.010821199719323746,1
1_1_1_13_25_5_m,0.008828539366138389,0.016680392562021917,-0.004244657780647322,-0.011120111641662383,1
1_1_1_12_30_5_m,0.010495971011736166,0.016823379312284073,-0.004493196731858633,-0.012045345085896116,1
1_1_1_16_25_1_m,0.011926325213471515,0.01757023359706247,-0.004437709881707959,-0.01353795367218255,1
1_1_1_13_25_3_m,0.012399141279814533,0.01782067148931085,-0.004150002434871565,-0.013687278983661082,1
1_1_2_21_25_2_m,0.01251850919715955,0.017632947021220712,-0.004120792723981958,-0.013748456757204366,1
1_2_2_12_25_2_m,0.011871229958153475,0.017704202666620757,-0.003953496689614333,-0.012998153598800027,1
1_2_1_13_30_5_m,0.010493865896747502,0.01660322322513805,-0.003963790037978348,-0.012780564366212305,1
1_2_2_9_30_3_m,0.010616910955770567,0.016434388422670154,-0.0038341273896862287,-0.012543708517083096,1
1_1_1_4_30_1_m,0.01103732762696895,0.01643952033805637,-0.004513129137805303,-0.013245461838073255,1
1_2_1_15_25_3_m,0.01209232118355944,0.016425905764162668,-0.00428757401238344,-0.013371223484738229,1
1_2_2_12_25_3_m,0.01130986383673117,0.016401183688250012,-0.004129100755481533,-0.012622698871325938,1
1_2_2_12_25_5_m,0.010652738888107315,0.01650884046349377,-0.003936100302930616,-0.011946425515689571,1
1_2_1_13_30_2_m,0.009094315375400895,0.015451681288851363,-0.004020593148798362,-0.011705942354820188,1
1_2_2_2_25_1_m,0.008522443153504151,0.014883491190945085,-0.0038809992987203284,-0.011017126540306017,1
1_2_2_10_24_2_m,0.00882167270547296,0.015153771142677514,-0.00355716410648097,-0.010743164939455688,1
1_2_2_12_25_1_m,0.00800864221473843,0.015175996925797098,-0.0034423747439754587,-0.009966634552042419,1
1_2_1_13_30_4_m,0.006826961334364919,0.01418999318175719,-0.003703460667327995,-0.009818227318053275,1
1_1_1_4_30_5_m,0.007178796626989516,0.014191841637023408,-0.004261638707280449,-0.010428459137460919,1
1_2_2_10_24_5_m,0.007253713124911936,0.014275193477124182,-0.003950836952972351,-0.010256127142628413,1
1_2_2_17_25_5_m,0.006629451265821117,0.014755740128332874,-0.003953014339059302,-0.009935258880297714,1
1_2_2_13_30_4_m,0.006832353377671338,0.015068861221055604,-0.0038331935367661913,-0.009777462605747366,1
1_2_1_15_25_2_m,0.008046418645595172,0.015164905210607793,-0.003440496755793589,-0.010008628016117705,1
1_2_2_13_30_1_m,0.008390978239440705,0.015418918313314272,-0.0035117488675517976,-0.009891196356054432,1
1_2_1_13_30_1_m,0.006987046927896535,0.014482723059638757,-0.003672693767540658,-0.009702937240208452,1
1_2_2_2_25_3_m,0.006502401075823005,0.013950988533488973,-0.003513732038062205,-0.009003088431335843,1
1_2_1_15_25_5_m,0.007731715950858341,0.014054663292136876,-0.0030179129672283757,-0.009341493575632492,1
1_2_2_2_25_5_m,0.007238763261145851,0.013510099045953999,-0.0026480400159414,-0.008878220086733736,1
1_2_2_13_30_5_m,0.007612997165916561,0.013947796275492122,-0.0024366029025312207,-0.008764909805292742,1
1_2_2_9_30_2_m,0.007771056952509798,0.013821943856282862,-0.0023417418609373384,-0.008586414422927463,1
1_2_2_17_25_1_m,0.007200907927911136,0.014356951999312136,-0.0024017981753673076,-0.008301428489483422,1
1_2_2_12_25_4_m,0.006588698993760356,0.014448069128765168,-0.002388739629299405,-0.007653782250333025,1
1_1_1_4_30_2_m,0.006930841831075416,0.014423613125924837,-0.0030241580985207097,-0.00829064301996421,1
1_1_1_4_30_3_m,0.007357111783244057,0.014422547535190667,-0.003671407414127778,-0.009026142691398306,1
1_2_2_10_24_3_m,0.00754773525611702,0.014542756091220016,-0.0032914047369506432,-0.008834051907525836,1
1_2_2_10_24_4_m,0.008088899908678239,0.014766945796455997,-0.0029286170534350148,-0.008806483878675175,1
1_2_2_9_30_4_m,0.008206613551531685,0.014643447127873395,-0.002760522748811065,-0.008649045926026114,1
1_2_2_10_24_1_m,0.008904700284899009,0.015030265468977193,-0.0027224105592911344,-0.00851041063943547,1
1_2_2_13_30_2_m,0.009258679365139716,0.015299920270597163,-0.0024963129647944888,-0.008536988146147522,1
1_2_1_15_25_1_m,0.01027480162084772,0.015416714999054204,-0.0021789319745105095,-0.008648601843664413,1
1_2_2_9_30_5_m,0.010319882630442928,0.01530249771180932,-0.0020831936660329724,-0.008497079107449238,1
1_2_2_17_25_2_m,0.009737149534165424,0.015723452857703612,-0.0020203960637337347,-0.008220330348246312,1
1_2_1_15_25_4_m,0.010892228084885831,0.01575121944867281,-0.0014148118115038636,-0.008524212498533667,1
1_2_1_13_30_3_m,0.009635707681827685,0.014823428811207065,-0.00155857536303465,-0.008352759889825314,1
1_2_2_2_25_2_m,0.009100297248899988,0.014290546340263166,-0.0013298878321494495,-0.007815127305826489,1
1_1_1_4_30_4_m,0.009434460977785997,0.01423554103738485,-0.0018960290092913895,-0.008427381129466052,1
1_2_2_13_30_3_m,0.009584862146473264,0.014467827693403247,-0.0017251502532392795,-0.008352801578847768,1
1_2_2_17_25_3_m,0.008982759653820425,0.01496724219568557,-0.0015511553113231385,-0.008070682813093722,1
1_2_2_2_25_4_m,0.008561418486401583,0.014370324110040597,-0.0014605814672380996,-0.007611759586931255,1
1_2_2_17_25_4_m,0.007963598369673162,0.014845596231918551,-0.001377668769561689,-0.007334972929999037,1
1_1_1_16_25_5_m,0.009148678409659397,0.015499284867857385,-0.0014525481709070926,-0.008496804171346647,1
1_2_2_9_30_1_m,0.009369979435990512,0.015351228764340875,-0.0014017173526085708,-0.00833292894105525,1
1_2_1_10_25_3_m,0.009074876029331241,0.01530678775105019,-0.001984952028179866,-0.008304515166720504,1
1_2_1_10_25_2_m,0.008525909355983888,0.015193474340127201,-0.002592401182658872,-0.008201762802214142,1
1_2_1_12_25_2_m,0.00879463162253034,0.01554946935118937,-0.0024276467945416515,-0.007896353512974177,1
1_2_1_9_25_5_m,0.008916730870822237,0.015561591663705928,-0.0024810977763516295,-0.007648024558203789,1
1_2_1_7_30_1_m,0.008141665239439634,0.016859423806287854,-0.0017578220392542793,-0.006456187232087741,1
1_2_1_12_25_4_m,0.008530150477874738,0.017288704654391984,-0.0015992758759058854,-0.006240024926459475,1
1_2_1_11_25_5_m,0.008793285944401088,0.01678775972028835,-0.0012094137674776816,-0.0062423265790786855,1
1_2_1_11_25_4_m,0.008991089554007585,0.016280575325959484,-0.0008605948176057119,-0.006204473789380111,1
